お仕事No.,応募数 合計
2203556553,1.3045207610180711
2203515280,2.992434338865313
2203546900,2.9424838768678434
2203545344,2.8753229675199052
2203557987,1.3013858591551257
2203511565,2.6067541810601775
2203525420,2.454723600538315
2203494391,2.811967909426335
2203509988,2.4003983309690273
2203554385,1.4314244288102536
2203554555,1.5548245741032163
2203559938,0.13042906417343395
2203546898,2.528072302084999
2203537199,2.7523736554906977
2203509659,2.5837483514021806
2203526411,1.9072827686301943
2203558348,0.9049375504845008
2203527442,1.7337366208473075
2203548920,2.113784212082141
2203539381,1.5745396381913896
2203548939,1.843609177486218
2203514393,2.0210684517241555
2203540200,2.0685597331583616
2203552261,1.8451922993609244
2203523737,2.7147353525186806
2203511772,1.268429581854008
2203538462,2.238017825226808
2203545202,2.5951922944929007
2203501746,3.146529574390076
2203551617,1.5224539208179797
2203554360,1.0991786094707485
2203467767,2.5425653547862637
2203559180,0.7955894166865352
2203526166,2.227378471475117
2203495958,1.9771363088895282
2203552588,1.57522352235867
2203546087,2.8929909830495855
2203557223,1.9079598267104614
2203551388,0.6414242611763132
2203553871,0.9174529547924389
2203528893,1.5116459388588144
2203532652,0.9321776793115337
2203558645,1.4016684929195944
2203517850,2.447084028343721
2203526826,2.2859388966423264
2203557114,0.819873254358324
2203559887,0.41029766778310134
2203536595,2.671869806536582
2203555803,1.2376183890553745
2203553962,0.43114068170586284
2203508238,1.7687375740040174
2203550996,1.3202554425351747
2203558732,1.2540561946644708
2203523111,1.9792416713601408
2203542663,1.7353838152665437
2203531347,2.4288029662569066
2203504071,1.7785470341836465
2203548891,0.6935249885187218
2203556983,1.4788592527694358
2203526244,1.1226470908386748
2203505822,1.7165007512121915
2203555760,0.7299435932904175
2203559881,0.13025245578246927
2203556204,1.2675009278088059
2203522916,1.0973685322141513
2203540706,1.4891861228926417
2203535805,0.9091646689419746
2203550569,1.2850431831375768
2203560065,0.05438070972503091
2203554152,0.8758418451142589
2203558707,1.0582375690788615
2203536025,2.308799208023708
2203556657,0.6851936217748275
2203554919,1.2675113222536283
2203548209,1.2079011001134377
2203559357,0.25465717507175106
2203534402,1.4580961962770858
2203549990,1.1164461106593628
2203556312,0.5423678991076024
2203550931,1.4915336179061507
2203506584,1.92083614661969
2203556533,0.49880962665314194
2203554930,0.7940708690164402
2203550201,0.7390723818330972
2203557199,1.4681826503488704
2203545333,1.5481752385373235
2203470445,2.896942277690091
2203552444,0.9985806486576018
2203547445,1.193004412106496
2203554851,0.7190579362436603
2203551513,1.8885201357543664
2203541013,1.4966201369596492
2203525798,0.5716165348998117
2203531242,1.9779846213649894
2203556362,0.6204657929034371
2203539995,1.7823348055275792
2203553418,0.4662505605359261
2203556394,0.5879891137099292
2203536899,1.2914070602051844
2203558980,0.874474031193868
2203520412,1.2572222440412673
2203555115,0.5758439192369654
2203559140,1.2698798660166408
2203559289,0.30079583975862206
2203559337,0.2954750063635219
2203508914,2.2425157805673606
2203537373,1.5504915741206409
2203520321,2.0360472163966903
2203545682,2.264882820554846
2203535788,2.4306367115888103
2203545476,1.3955838899784125
2203531107,1.3889906328339723
2203559834,0.2655547373126953
2203555325,0.9888348975526807
2203505337,1.78349781152234
2203554041,0.46680872764329734
2203534249,1.0414618074258513
2203512438,1.6278933185390299
2203549488,1.2037758447604527
2203519812,3.0043694536081484
2203537393,0.635971981786279
2203470577,2.5183881088050244
2203559873,0.4174785199081103
2203529749,0.6457623074081775
2203555033,1.6643886131715424
2203530605,1.3909388989838052
2203558818,0.9097421569855002
2203552466,0.39152098471531455
2203544503,0.7581870636190272
2203533521,1.2743100668642324
2203510456,0.7017431865141496
2203540838,1.160573476963404
2203558540,1.6339671570850363
2203548293,0.819651543613239
2203515868,0.9139205122806141
2203558121,0.9415322274952614
2203490910,2.414517579705319
2203515598,2.048063498617981
2203558605,1.2624679342612684
2203555034,0.586780453063772
2203516555,1.0397888536518283
2203520581,1.4927548587419026
2203550726,1.165798842924888
2203549224,1.16078347568594
2203560047,0.14246211767679332
2203553869,0.32692614536152637
2203530089,0.9695191904062556
2203558998,0.851710020459497
2203553951,0.5394104677456414
2203545409,1.0688130358944639
2203531747,2.091284769865922
2203551308,0.6337418251855298
2203546600,1.7934577687218392
2203526516,1.5343718117881209
2203516192,0.7768978870559776
2203505481,1.633890820333374
2203539342,1.74447908972308
2203553728,1.1446961894208945
2203559708,0.15840082283770276
2203559408,0.4756655656218182
2203555633,0.29146986061047964
2203558672,0.2452846121445601
2203559311,1.286090052873162
2203493732,1.5728449450567252
2203521177,1.0697934987864952
2203559072,0.7486723713513139
2203536923,0.7666429892310718
2203544600,1.2650289718470031
2203537208,0.6825397475272469
2203559431,0.8075935411815028
2203558069,0.1698122069595194
2203543492,1.4063232417179934
2203528382,1.4100044545943808
2203490372,2.1749322224306624
2203553404,0.7532785430318718
2203556405,1.150152650173193
2203557773,1.2472070752554283
2203517069,2.540386758901687
2203558375,0.19509628374693716
2203548832,0.4639151646336802
2203556721,0.6568161114785439
2203555367,0.5044712783720704
2203550740,0.5480808733083063
2203556805,0.7278478805823428
2203558247,1.2287816726569247
2203529373,2.16763213548349
2203555759,1.196871763675134
2203552507,1.1114016428905387
2203526249,0.8341209643844417
2203558978,0.2948946144526168
2203485986,1.6001583142335694
2203552678,0.8483001060823324
2203482084,0.5940068599551445
2203557975,0.6709277504410784
2203506122,1.4065338919522812
2203543130,1.8026788429715854
2203531125,2.46887971075638
2203537714,1.1389698418946335
2203512320,1.935678747156072
2203556876,1.7085742380889315
2203559960,0.08255038431431955
2203558581,0.43783299129330455
2203549503,0.3454114214957846
2203539533,2.170632541293933
2203504099,1.5575674862943931
2203521163,1.7675307599664183
2203548070,0.6996387196521101
