お仕事No.,応募数 合計
2203556553,0.3769554612226453
2203515280,1.5011061527263734
2203546900,1.5771970126160981
2203545344,0.9249919101819991
2203557987,0.3186857272015769
2203511565,1.8149128857602397
2203525420,0.8680308220932431
2203494391,1.9790794465666652
2203509988,0.8515857587724907
2203554385,0.5846735046276118
2203554555,0.6915751488150248
2203559938,0.16692138267495096
2203546898,1.5771970126160981
2203537199,1.6161736110597673
2203509659,1.081480941388021
2203526411,0.842851713689877
2203558348,0.30836115526346636
2203527442,1.3005159669375326
2203548920,0.7229655410546653
2203539381,1.5261280829971866
2203548939,0.47396285327162163
2203514393,0.6670769521365133
2203540200,0.6548605327409823
2203552261,0.7492710446763021
2203523737,1.1659174477771808
2203511772,1.2581979099035532
2203538462,1.4796505756819238
2203545202,1.0258550087066354
2203501746,1.7393302817473901
2203551617,1.0865863677737528
2203554360,0.680851053814925
2203467767,1.7416448258066777
2203559180,0.16692138267495096
2203526166,1.1987534786337795
2203495958,2.0417116800983837
2203552588,0.6976957353866804
2203546087,0.7986680669567793
2203557223,0.1871851478796909
2203551388,0.3904929578668188
2203553871,0.6797700494337854
2203528893,0.6039495439067522
2203532652,1.4202521278023328
2203558645,0.3482172487694258
2203517850,0.8394796720722322
2203526826,0.8540416307566308
2203557114,0.18722562921949554
2203559887,0.2225332500650309
2203536595,0.9881613964351096
2203555803,0.7667922694012169
2203553962,0.7223109816260204
2203508238,0.2690935322292381
2203550996,1.161758899453446
2203558732,0.11861580140004255
2203523111,1.2126063307870067
2203542663,1.6541131426823734
2203531347,2.255159941733257
2203504071,1.5797299412535577
2203548891,0.42840745631749444
2203556983,1.3095829165496995
2203526244,1.0504745504478246
2203505822,0.935733021260923
2203555760,0.4022890382499694
2203559881,0.21079924081535936
2203556204,0.5631236233564345
2203522916,0.8190042483595773
2203540706,0.6699389959320964
2203535805,0.7743676437953719
2203550569,0.3570774481810881
2203560065,0.1465053744565677
2203554152,0.37966437499060673
2203558707,0.10084094900401432
2203536025,1.7156940140503245
2203556657,0.5847519340258681
2203554919,1.1345866593609624
2203548209,0.5835878277743899
2203559357,0.21079924081535936
2203534402,0.7682393382685134
2203549990,0.4170155455921895
2203556312,0.620986830397771
2203550931,0.446823841042264
2203506584,1.380647535308034
2203556533,0.5163105332143216
2203554930,0.6188611545513559
2203550201,0.724904462915478
2203557199,0.4969214139874704
2203545333,0.6885859467836719
2203470445,1.3614136137080208
2203552444,1.2272051839279563
2203547445,0.5835878277743899
2203554851,0.6188611545513559
2203551513,0.8189472923242352
2203541013,1.4233594741534559
2203525798,1.0495018978766668
2203531242,1.8929341343366175
2203556362,0.7937760719799007
2203539995,1.3117431851723411
2203553418,0.5846735046276118
2203556394,0.5584657520969764
2203536899,0.7446345100425997
2203558980,0.17474119118024517
2203520412,0.36876871680568263
2203555115,0.6843096715585555
2203559140,0.13540630738337556
2203559289,0.21079924081535936
2203559337,0.12750498091746423
2203508914,1.4509818840704776
2203537373,0.8043480797329606
2203520321,1.5303722684718235
2203545682,1.9092175481265392
2203535788,0.8126395982497767
2203545476,0.5578436838711252
2203531107,0.3583545643673077
2203559834,0.0558612683717198
2203555325,0.9479176509458217
2203505337,0.502070630385026
2203554041,0.5846735046276118
2203534249,0.7261875518667994
2203512438,1.7419393298005466
2203549488,0.7658817937258866
2203519812,1.670075182167843
2203537393,0.46084274014623156
2203470577,2.049412870542165
2203559873,0.0
2203529749,0.40651230612362355
2203555033,1.1432633915713004
2203530605,1.6028794062117941
2203558818,0.15859195842235704
2203552466,0.5400127597385325
2203544503,0.6865723589478883
2203533521,0.4340364287760758
2203510456,1.4573078324290492
2203540838,0.9739789969500123
2203558540,0.15619877658337628
2203548293,0.6656799625683211
2203515868,1.334967637720956
2203558121,0.16692138267495096
2203490910,1.0960667466492635
2203515598,1.2800021905189551
2203558605,0.13540630738337556
2203555034,0.6063227991688125
2203516555,1.245931605263732
2203520581,0.602930533126047
2203550726,0.40386138558090035
2203549224,0.38914490003706714
2203560047,0.14181652310745496
2203553869,0.6797700494337854
2203530089,1.1806456912366126
2203558998,0.11787736693553559
2203553951,0.7223109816260204
2203545409,1.0776124058752745
2203531747,0.7085548444682254
2203551308,0.4155581278031429
2203546600,1.4129391142461898
2203526516,1.20435551317843
2203516192,1.022211522302601
2203505481,0.6706423954795728
2203539342,0.8203997748922105
2203553728,0.9321082955033855
2203559708,0.11861580140004255
2203559408,0.2558031890686064
2203555633,0.6465603262874281
2203558672,0.12750498091746423
2203559311,0.17474119118024517
2203493732,0.8007542368541101
2203521177,0.7486782609079327
2203559072,0.13034111075738258
2203536923,0.9187602606985943
2203544600,0.6368530221407285
2203537208,0.44469719180461736
2203559431,0.13565546139033932
2203558069,0.13099759013088114
2203543492,1.157228182436675
2203528382,0.8062024758896216
2203490372,1.291037587382077
2203553404,0.5604669421049565
2203556405,1.2100934584056582
2203557773,0.24992332457421737
2203517069,0.9590598969326011
2203558375,0.16574338227201604
2203548832,0.7075641564134467
2203556721,0.5988560311127615
2203555367,0.6465603262874281
2203550740,0.3878132809920838
2203556805,0.5555016238063867
2203558247,0.12550559049870355
2203529373,0.6174307509844985
2203555759,0.9045413239338692
2203552507,0.32122351549849415
2203526249,0.42265793218660785
2203558978,0.13052942123589656
2203485986,0.7122580101525533
2203552678,0.41922509532370156
2203482084,0.4709938358953256
2203557975,0.399890203851034
2203506122,0.86732552719871
2203543130,0.8649339437348702
2203531125,0.6702393743557219
2203537714,0.7596586110636369
2203512320,1.1664739080393463
2203556876,0.9485682493264593
2203559960,0.17041399188836787
2203558581,0.47230828809661374
2203549503,0.2794015962925507
2203539533,0.3543662200577967
2203504099,0.3131771306942177
2203521163,0.7683681914837728
2203548070,0.41981454620683994
2203547727,0.6618936623033723
2203551817,0.754072390524475
2203456354,1.4077334732083409
2203555568,0.7408514744292862
2203558365,0.2184212403654073
2203548609,0.6110699331646894
2203555205,0.7760473228129616
2203551593,0.49954707651628893
2203523845,0.955657579610793
2203536828,0.776393248995446
2203559400,0.2558031890686064
2203552271,0.555592569010294
2203559030,0.21079924081535936
2203557511,0.22567461599669508
2203559918,0.20552421907977847
2203529052,0.7763125216790562
2203541977,0.8891932914421803
2203548166,0.9181281626024551
2203508498,0.48932375970451536
2203544266,1.2558324829976328
2203559157,0.13099759013088114
2203551846,0.4390314938997433
2203557952,0.2575101964643221
2203537524,0.48177675032267836
2203526654,0.7519768465169253
2203543743,0.6827994865967213
2203560023,0.43797369828034777
2203524319,0.5068578688970439
2203559440,0.21079924081535936
2203551549,0.3897397277772855
2203553551,0.5846735046276118
2203546287,0.5254905051252342
2203465599,0.9505204231230934
2203509562,0.9348378984877184
2203558894,0.11861580140004255
2203554790,0.5695693884288979
2203557095,0.2620232989303322
2203558970,0.20371152976728796
2203527260,1.2148540955676694
2203555917,0.39174252046312946
2203551251,0.5850879134664669
2203482674,0.5755553825731093
2203557736,0.505900145724151
2203526057,0.8658334281522462
2203540404,1.2377120339272352
2203536042,1.1166072505077433
2203535595,0.605746719344188
2203549461,0.4762569714108225
2203559081,0.21079924081535936
2203559837,0.2907544261698827
2203548827,0.7075641564134467
2203530478,0.5525537786697405
2203558285,0.1925267048642934
2203553081,0.5857069413097669
2203518798,0.4929438573534187
2203543552,0.6596281115890695
2203559123,0.054510678569055844
2203555637,0.6256947782091007
2203552948,0.7921505458152253
2203553994,0.6891587408268638
2203539620,0.40524637800185903
2203558606,0.15477999691041072
2203559294,0.1193248279028838
2203534113,0.7402183498108432
2203522648,0.7787856286083094
2203475337,1.723560405784997
2203546472,0.9349332294066501
2203555627,1.07062964562576
2203557490,0.2970574165321434
2203557525,0.2482614176768981
2203557478,0.28943541698209546
2203557757,0.2197945404993113
2203559854,0.20552421907977847
2203555924,0.9485682493264593
2203540727,0.727807582307253
2203529579,0.7747730911394474
2203557314,0.22567461599669508
2203543274,0.4308977908851021
2203542056,0.7839879558170735
2203553234,0.558970541237216
2203557602,0.2482614176768981
2203543660,1.4095706910928734
2203559022,0.1193248279028838
2203559380,0.0324366969470058
2203556112,0.7277050323574557
2203546486,0.9394215903308255
2203514164,1.594950303213967
2203556194,0.4317090351642907
2203469907,0.9003394216140231
2203516439,1.2615889453042815
2203559877,0.16288269278313247
2203558587,0.11861580140004255
2203556081,0.49260481142286283
2203539792,0.7562060242694448
2203550991,0.36600711090881377
2203539501,0.6120358473802896
2203525758,0.47354554999804455
2203549053,0.4635627477384452
2203531586,0.41848440681833887
2203535877,0.7915528221791568
2203556979,0.5703645722374472
2203559459,0.09969364388214207
2203542731,1.2249736698031697
2203559406,0.14152749040661133
2203559615,0.21079924081535936
2203559941,0.10564760934371534
2203506697,0.4654352117067182
2203555403,1.1780788092513608
2203524536,0.4435851436597715
2203554563,0.5691531777676007
2203527460,0.5608538764174573
2203559075,0.10706724686667636
2203503541,0.4400757881051787
2203545613,0.8822745056568218
2203527273,0.8021274868797728
2203559744,0.11557516488968662
2203558556,0.25815744197283536
2203513202,0.6536299761918167
2203559899,0.11619240305120443
2203559115,0.13565546139033932
2203559211,0.10549882026347251
2203559482,0.1086653781600538
2203523505,0.319984108231869
2203506216,0.48802494180298295
2203542350,1.0409439818926711
2203559339,0.11100197641446566
2203522439,0.773350226954367
2203554486,0.66304212670798
2203556373,0.816435537736137
2203556760,0.5885467095591884
2203505364,0.4251177922395077
2203524806,0.6377438051396163
2203557581,0.3186857272015769
2203507681,0.8849403941222049
2203551358,0.39260859726622516
2203559367,0.11906777410310355
2203508367,0.34526566272411785
2203558431,0.22168163850532857
2203535000,0.4641690030330565
2203533207,0.7052260929154599
2203550112,0.5609156333942451
2203543569,1.157228182436675
2203559865,0.11465572135405999
2203537305,0.803009178057133
2203559643,0.11861580140004255
2203553957,0.5673005657627012
2203548372,0.2961405500390154
2203555713,0.31127763594902413
2203537434,0.5735985244056909
2203509817,0.49099096305128487
2203557320,0.276586396627455
2203542564,0.7617369807724234
2203523823,0.5393734337156731
2203547782,0.34998519082882495
2203558893,0.17474119118024517
2203458790,0.8493530179843329
2203527092,1.2148540955676694
2203519871,0.5741215925703534
2203532497,1.1388674690112717
2203511183,0.9724498921692163
2203554078,0.5089642777814423
2203554460,0.7666957427798186
2203547835,0.4038341079118244
2203550228,0.8972737873914715
2203538439,0.46084274014623156
2203483712,0.522138382511415
